Non-industry income and expenditure/revenue,Interest-bearing debt interest rate,Net Value Per Share (A),Persistent EPS in the Last Four Seasons,Net Value Growth Rate,Interest Expense Ratio,Total debt/Total net worth,Borrowing dependency,Net profit before tax/Paid-in capital,Fixed Assets Turnover Frequency,Cash/Total Assets,Net Income to Total Assets,Net Income to Stockholder's Equity,Degree of Financial Leverage (DFL),Equity to Liability,Bankrupt?
0.303486338,0.000390039,0.159706713,0.183133214,0.000368377,0.630294106,0.013469027,0.37889497,0.145577257,0.000122553,0.003581755,0.739076504,0.833536587,0.026696011,0.020043599,alive
0.303964418,0.000249025,0.184990097,0.215372979,0.000412022,0.633935494,0.004647133,0.373779589,0.169089812,166000000.0,0.011611712,0.796328803,0.840066945,0.031653433,0.038144952,alive
0.303499631,0.00020202,0.181745396,0.202514891,0.000415091,0.630610197,0.001229265,0.369637181,0.15862303,0.000249644,0.211750282,0.769285055,0.838633405,0.026790591,0.108066897,alive
0.303731662,0.000280028,0.234545531,0.230405597,0.000374216,0.630891358,0.002723899,0.372282104,0.183636227,0.000239053,0.03832083,0.812764576,0.841054024,0.026872411,0.05692046,alive
0.303548454,0.0,0.18612785,0.217547509,0.000446284,0.630693073,0.002237846,0.369637181,0.170673403,235000000.0,0.211119439,0.799990581,0.840274038,0.026816595,0.066495125,alive
0.303447907,0.000452045,0.184147318,0.214049352,0.000419134,0.630311571,0.002445764,0.369744544,0.167905889,719000000.0,0.009556504,0.793111227,0.839873202,0.026690544,0.061961237,alive
0.30346531,0.000334033,0.154228646,0.20686395,0.000426969,0.629529048,0.00867781,0.375565611,0.165417389,3560000000.0,0.007319995,0.784412189,0.838999307,0.026520993,0.025377503,alive
0.303419387,0.000287029,0.166448949,0.210078472,0.000421954,0.629002,0.006953374,0.375821715,0.166133776,0.000170212,0.013578515,0.788640473,0.83944428,0.026703812,0.029061789,alive
0.303578908,0.001982198,0.177110109,0.216223882,0.000424948,0.631725593,0.001539317,0.369637181,0.17031898,0.000154326,0.21408485,0.800066429,0.840263929,0.027255802,0.08996428,alive
0.303511716,0.000319032,0.183515233,0.214805711,0.000441767,0.633419063,0.004401827,0.374318639,0.169135058,9380000000.0,0.012693845,0.797287648,0.84013237,0.034232337,0.039652093,alive
0.303494555,0.000418042,0.166364671,0.183511393,0.000368801,0.630039999,0.010154205,0.380026751,0.148156248,0.000243592,0.041426606,0.744653093,0.835030099,0.02663611,0.023205172,alive
0.303624831,0.000332033,0.200244406,0.206769405,0.000405908,0.631824222,0.002859774,0.371689373,0.169210467,0.00058326,0.016283266,0.798377477,0.840188369,0.029022068,0.054804969,alive
0.303427605,0.0,0.179764865,0.215562069,0.000406756,0.630589307,0.000574508,0.369637181,0.166050826,0.00027007,0.052807233,0.785439337,0.83952037,0.026783501,0.198434322,alive
0.303319082,0.000325033,0.174076103,0.223503829,0.000452822,0.631245462,0.005743259,0.374689935,0.173855667,0.000200472,0.006705743,0.806938855,0.840869946,0.027018075,0.032937973,alive
0.303536853,0.000252025,0.174286798,0.215751158,0.000436352,0.631922508,0.003276521,0.371887323,0.169949476,0.000195176,0.036400049,0.798815459,0.8402211,0.027334206,0.049357949,alive
0.303489238,0.000307031,0.168176647,0.193344048,0.000406133,0.630277325,0.006906866,0.376385369,0.149543775,0.000196689,0.002262797,0.753397999,0.836579464,0.026701892,0.029186583,alive
0.303487546,0.000338034,0.179174919,0.20686395,0.00042375,0.629134532,0.005695839,0.375604753,0.164241007,0.000172481,0.009322087,0.784963423,0.839213816,0.026444457,0.033122448,alive
0.30321346,0.000264026,0.162909275,0.204783965,0.000363161,0.629943768,0.010368506,0.381804944,0.160711862,7940000000.0,0.036069889,0.769258962,0.837404676,0.026562067,0.022939675,alive
0.30346386,0.000238024,0.170831402,0.203082159,0.000417986,0.630258832,0.005940233,0.374889003,0.160093507,0.000148274,0.033636824,0.77517654,0.838451924,0.026704102,0.032203338,alive
0.303158836,0.0,0.169482955,0.202798525,0.000427219,0.630612252,0.000859939,0.369637181,0.16144333,9150000000.0,0.178983952,0.762345886,0.838329765,0.026791157,0.144411376,alive
0.303530327,0.000245025,0.1725591,0.206674861,0.000425921,0.630179381,0.004372646,0.373385926,0.163011839,0.000119527,0.011550526,0.78019425,0.838959843,0.026668821,0.039841658,alive
0.303547971,0.00090209,0.203320551,0.220100217,0.000448106,0.63073725,0.00079428,0.369637181,0.173493703,0.000199715,0.086979778,0.805838186,0.840540347,0.026832516,0.153916613,alive
0.303373706,0.00029803,0.165732586,0.2050676,0.000390436,0.629219463,0.016453734,0.383626754,0.161217103,0.000514418,0.049326939,0.784048839,0.838501089,0.026468388,0.0182782,alive
0.303264458,0.000280028,0.172432683,0.204973055,0.000430463,0.630026301,0.00556817,0.375056757,0.160131212,6880000000.0,0.018307553,0.778466414,0.838736254,0.02665513,0.033637949,alive
0.302610662,0.000245025,0.173191185,0.212158457,0.000409551,0.630418419,0.003605723,0.373392636,0.154731921,3560000000.0,0.010406098,0.758246799,0.837600217,0.026733762,0.045917563,alive
0.303587368,0.000348035,0.16349922,0.220667486,0.000465324,0.630622526,0.000844436,0.369637181,0.174851067,0.000164917,0.120125169,0.817822709,0.841151995,0.026793892,0.146488354,alive
0.303103003,0.000339034,0.167881674,0.192020422,0.000396775,0.630560883,0.002036313,0.370849484,0.152160471,0.000102127,0.045642001,0.735253575,0.836591419,0.026775472,0.071713018,alive
0.303626765,0.000170017,0.24364755,0.22511109,0.000441418,0.63075677,0.002994738,0.370526278,0.183327049,0.000852573,0.01295548,0.80722704,0.84073555,0.026823248,0.052887342,alive
0.303500114,0.000333033,0.178837807,0.214049352,0.000455966,0.635468007,0.005245351,0.373734855,0.169911771,0.000366901,0.123397579,0.795788088,0.840028652,0.028575207,0.035042091,alive
0.302667462,0.000437044,0.148076356,0.191264064,0.000361689,0.630279037,0.010363946,0.381356482,0.150267702,9610000000.0,0.072629733,0.726301676,0.833164004,0.026693353,0.022945782,alive
0.30348102,0.000283028,0.187729131,0.226434717,0.000443814,0.63096122,0.004779361,0.371707267,0.18051429,0.000619572,0.043744481,0.810212799,0.841047813,0.026868269,0.037393385,alive
0.303503015,0.002091209,0.207239476,0.233525574,0.000412072,0.631140327,0.004999134,0.370114721,0.189012895,0.008736036,0.135541162,0.816130646,0.841488152,0.026923744,0.036228772,alive
0.303520175,0.000330033,0.181618979,0.22709653,0.000446958,0.631255736,0.006206513,0.374792824,0.17935299,0.000169455,0.102938237,0.811817594,0.841275155,0.026965301,0.031281915,alive
0.303536369,0.001138114,0.171421348,0.212347547,0.00044027,0.6304352,0.0016834,0.369637181,0.167287535,0.00044709,0.216572158,0.790563494,0.839743811,0.026738174,0.083635637,alive
0.301484104,0.0,0.161982217,0.204027607,0.000398596,0.630610197,0.000376622,0.369637181,0.154980771,0.000185342,0.06087531,0.748854377,0.837757526,0.026790671,0.271139811,alive
0.303511716,0.000353035,0.190973832,0.22293656,0.000462205,0.632091684,0.008085064,0.37725769,0.176321544,0.000715647,0.069891865,0.802808648,0.8406391,0.027228713,0.026470584,alive
0.303382165,0.000340034,0.166111837,0.177460528,0.000364559,0.630493075,0.006001331,0.375350886,0.135728829,0.000185342,0.045623148,0.705005426,0.833057827,0.026753708,0.031984047,alive
0.303558364,0.0,0.198980237,0.226056538,0.000439696,0.630612937,0.000809783,0.369637181,0.181321167,0.00025267,0.351951762,0.816747406,0.841093681,0.026791307,0.151531562,alive
0.303523076,0.000271027,0.179849142,0.225583814,0.000463553,0.630877659,0.003387775,0.37257176,0.179307745,6730000000.0,0.137094013,0.816948745,0.841376458,0.026849994,0.048121344,alive
0.303477395,0.000381038,0.167965952,0.195424033,0.000401591,0.628174272,0.025284746,0.397467584,0.148751979,0.000135413,0.034663074,0.779127682,0.837117069,0.026422427,0.015482811,alive
0.303496972,0.000239024,0.232354304,0.252339983,0.000514484,0.63086807,0.006868565,0.374901305,0.203627177,0.000107423,0.204386678,0.823316501,0.842261197,0.02686094,0.029289804,alive
0.302907227,0.000783078,0.146854326,0.153446157,0.000290219,0.6297674,0.058114701,0.406063304,0.120119146,0.000146761,0.022557023,0.739881583,0.82103204,0.026573826,0.012523172,bankrupt
0.303473286,0.00059806,0.203236273,0.219816583,0.00048152,0.631494774,0.005866368,0.37225079,0.177339567,0.00011877,0.019752553,0.804724179,0.840708204,0.027032354,0.032473502,alive
0.303730937,0.00059806,0.210273482,0.216602061,0.000451974,0.631374228,0.005211611,0.373614072,0.183017872,0.000156595,0.122264934,0.812899572,0.841274501,0.02704445,0.035195569,alive
0.303169229,0.000727073,0.17171632,0.203838518,0.000421754,0.627429419,0.011691699,0.3794206,0.160274489,7560000000.0,0.031365664,0.779042232,0.838258364,0.026126707,0.021518367,alive
0.303634257,0.000464046,0.199780877,0.226434717,0.000440145,0.630623211,0.002108354,0.369671851,0.180989367,0.000122553,0.106347611,0.816335178,0.841206077,0.026794092,0.069736613,alive
0.303495764,0.000635064,0.192490835,0.219249315,0.000442217,0.632539965,0.011428155,0.377847066,0.175009426,0.000518201,0.037175718,0.80212027,0.840682981,0.027601728,0.021775468,alive
0.303440173,0.000729073,0.172264127,0.21083483,0.00044848,0.459985137,0.010128672,0.377399722,0.166156398,8090000000.0,0.016410301,0.79101604,0.839559347,0.025437377,0.023236939,alive
0.303432197,0.000638064,0.184442291,0.230594687,0.000479948,0.631957781,0.014886147,0.382355178,0.178719554,0.00023754,0.002658017,0.810840552,0.84184999,0.027578698,0.019117795,alive
0.303482229,0.000512051,0.187054907,0.22331474,0.000461681,0.630797523,0.00415561,0.370604563,0.179239876,0.000323781,0.044488829,0.810421331,0.841017069,0.026830884,0.041343895,alive
0.303478845,0.000937094,0.183852345,0.226529262,0.000470465,0.631566348,0.007306286,0.37538891,0.181283463,0.000329077,0.082185574,0.812019944,0.841379908,0.027075177,0.028170115,alive
0.303753415,0.000720072,0.176688719,0.214900255,0.000442142,0.634004329,0.006225663,0.376303729,0.169127517,0.000113475,0.022524621,0.797775334,0.840182711,0.046057004,0.031218078,alive
0.303595344,0.0,0.183852345,0.227947433,0.000469417,0.630620471,0.001595856,0.369637181,0.185046377,0.000383544,0.278891927,0.822394384,0.841484402,0.026793229,0.087338385,alive
0.303560539,0.00039804,0.184610847,0.228420157,0.000473684,0.63089307,0.007230597,0.372854705,0.183153608,0.000155082,0.004877443,0.815523232,0.841664408,0.026867349,0.028355089,alive
0.303501565,0.000583058,0.183388816,0.226151083,0.000449928,0.631329708,0.008930412,0.374504287,0.179647085,0.000139196,0.051974699,0.810219476,0.841346586,0.02699667,0.024955446,alive
0.303497697,0.000560056,0.219712612,0.234660112,0.000459435,0.63157628,0.011620569,0.379104104,0.187286027,0.000102127,0.077863999,0.809356854,0.841449252,0.027004863,0.021586262,alive
0.303557397,0.000664066,0.1947242,0.224260187,0.000451974,0.631622854,0.007920918,0.375309506,0.181381495,0.000119527,0.023586657,0.809804888,0.841238167,0.027038642,0.026801695,alive
0.303577941,0.000672067,0.191943028,0.234471022,0.00061001,0.631354023,0.007462224,0.375773626,0.187587663,8250000000.0,0.021394687,0.819801331,0.842047179,0.026876666,0.027801898,alive
0.303603078,0.001020102,0.210231343,0.227474709,0.000455068,0.630622868,0.002493183,0.369661785,0.184789986,0.000152056,0.037965233,0.818873598,0.841395673,0.026794083,0.061019473,alive
0.303547729,0.000742074,0.180902617,0.226529262,0.000471039,0.631349571,0.005888254,0.37325396,0.181615263,0.000127092,0.025350211,0.814774653,0.841475084,0.026791157,0.032393971,alive
0.303527426,0.000824082,0.195314146,0.267278056,0.000574774,0.630631772,0.00160224,0.369873156,0.225714501,0.000256453,0.024098938,0.888922284,0.845120405,0.026795744,0.087050658,alive
0.303495039,0.000583058,0.201382158,0.229743784,0.000452074,0.631503678,0.007599923,0.375526468,0.183010331,0.00056586,0.027181656,0.811653752,0.841372595,0.027064648,0.027489458,alive
0.30355063,0.000629063,0.174708188,0.222463837,0.000442017,0.630909508,0.003006593,0.370966912,0.17686449,0.000189124,0.003634132,0.813674366,0.841134093,0.026872612,0.052720276,alive
0.303535402,0.000594059,0.211326956,0.238347357,0.000476429,0.630647868,0.002269764,0.369637181,0.192180077,0.000279148,0.021761965,0.827371868,0.841862816,0.026800264,0.065732252,alive
0.303521142,0.000751075,0.195272007,0.26775078,0.000572179,0.630699237,0.006630555,0.372091983,0.22429681,0.000624867,0.085599023,0.860235371,0.845179919,0.026811136,0.029960774,alive
0.303600419,0.000584058,0.178753529,0.228798336,0.00050892,0.630929028,0.00734641,0.372285459,0.182557876,0.00117938,0.28059176,0.818013483,0.841883943,0.026883631,0.028073,alive
0.303447424,0.000694069,0.178121445,0.225772903,0.000464426,0.631879015,0.010397687,0.378359276,0.176593017,0.000152813,0.08610611,0.807175485,0.841150925,0.027383383,0.02290486,alive
0.303493105,0.000614061,0.178458556,0.229743784,0.000824817,0.631237243,0.009713749,0.376224325,0.182557876,0.000208037,0.052870371,0.814738407,0.841834256,0.026972205,0.023784617,alive
0.303570932,0.000705071,0.190510303,0.228987426,0.000586403,0.631213271,0.006757311,0.375139515,0.181879195,0.000415317,0.124947387,0.816231374,0.841674914,0.026987952,0.029597346,alive
0.303527185,0.000370037,0.195440563,0.248558192,0.00050887,0.630651635,0.004655341,0.371015002,0.203830782,0.000291252,0.240350485,0.839455075,0.843085979,0.026798851,0.038097171,alive
0.303215635,0.000774077,0.168176647,0.200529451,0.000412196,0.62902015,0.008954121,0.377658063,0.157288289,0.000174751,0.013353199,0.77301737,0.837939029,0.026516968,0.024916975,alive
0.303537578,950000000.0,0.178837807,0.237969178,0.00077955,0.63065232,0.005088502,0.370218729,0.191486313,0.000367658,0.03253996,0.835842216,0.842920082,0.026801176,0.035785513,alive
0.303504948,0.000850085,0.17584594,0.214616621,0.000439247,0.633279681,0.005802533,0.372765236,0.169104894,0.00017702,0.040491378,0.798722941,0.840250623,0.042508701,0.032711268,alive
0.303535161,0.00089609,0.18734988,0.200056727,0.000431112,0.629566376,0.005231673,0.37014268,0.16293643,0.000310921,0.118221237,0.792322596,0.839776011,0.026704057,0.035104624,alive
0.303452741,0.000672067,0.234798365,0.219060225,0.00074137,0.633698853,0.010534475,0.377227495,0.171291758,8550000000.0,0.015249618,0.79893686,0.84033815,0.031271408,0.022742155,alive
0.303470385,0.001108111,0.166954616,0.215845703,0.000731762,0.634328982,0.006698949,0.372921806,0.173244853,0.001165763,0.351716261,0.796824637,0.84011075,0.02730589,0.029763307,alive
0.303583984,0.000589059,0.204795415,0.224543821,0.000463677,0.630840331,0.002340893,0.370960202,0.181766081,0.000239053,0.121315117,0.813884702,0.841086973,0.026849678,0.064140613,alive
0.303517517,0.000276028,0.204500442,0.24732911,0.000619368,0.630637252,0.00215851,0.370033081,0.190943368,0.000331346,0.416232493,0.842197557,0.842696702,0.026797371,0.068435396,alive
0.303674863,0.000933093,0.179217058,0.227758344,0.000487733,0.630834509,0.002834241,0.370849484,0.188349295,0.000152056,0.049198586,0.83554583,0.842449403,0.026849868,0.055183172,alive
0.303439206,0.000771077,0.180017698,0.223692919,0.000456391,0.631906755,0.00817352,0.376351818,0.177482844,8550000000.0,0.02364593,0.808670046,0.841156287,0.027276497,0.026296923,alive
0.303280894,0.000780078,0.17091568,0.214522076,0.000454469,0.635775537,0.007799633,0.37780345,0.168426212,5140000000.0,0.009217997,0.79605979,0.840049991,0.018395172,0.027054125,alive
0.303446457,0.000920092,0.178247861,0.234565567,0.000490828,0.631716346,0.010251781,0.378567291,0.186675213,0.000169455,0.023726832,0.820075409,0.842409046,0.027167698,0.023083096,alive
0.303531777,0.000628063,0.189203995,0.222842016,0.000449803,0.630995466,0.002973764,0.370603445,0.180378554,0.000257966,0.080335295,0.815723705,0.841257266,0.026894891,0.053171225,alive
0.303493589,0.000463046,0.206944503,0.215656613,0.00043241,0.631316009,0.002137535,0.370983688,0.174119599,9150000000.0,0.343513015,0.800357717,0.840293052,0.026915794,0.068967406,alive
0.303067473,0.00060106,0.188656188,0.190696795,0.000408952,0.629876646,0.007898121,0.375781454,0.148985748,0.000122553,0.027713922,0.767947984,0.837623303,0.026622956,0.026848254,alive
0.30346966,0.000492049,0.207913699,0.228325612,0.000514559,0.631178682,0.005545372,0.373155544,0.181999849,787000000.0,0.047961144,0.811081774,0.84116757,0.026962091,0.033729668,alive
0.303545796,0.000614061,0.19843243,0.232296492,0.000459485,0.630832112,0.00374707,0.37178667,0.184141467,0.000258722,0.026233433,0.820484239,0.841645754,0.026858121,0.044617038,alive
0.303551113,0.00069607,0.195103451,0.221707478,0.000455417,0.631749565,0.011330579,0.374862162,0.179239876,0.000153569,0.034644704,0.80609956,0.841092214,0.027196774,0.021873437,alive
0.303462168,0.000728073,0.17213771,0.217358419,0.000450801,0.63331016,0.010253604,0.376902052,0.173327803,0.000292008,0.094201075,0.800163496,0.840454341,0.027864596,0.023080862,alive
0.303546521,0.000670067,0.19927521,0.225205635,0.000466198,0.631433816,0.00451217,0.373025814,0.178304804,5830000000.0,0.034560121,0.811329773,0.841105988,0.026926238,0.03895688,alive
0.303399326,0.000719072,0.184315874,0.226529262,0.000523268,0.632175587,0.006334181,0.3745904,0.176773999,0.000127848,0.199249204,0.805886847,0.840820097,0.027303082,0.030865108,alive
0.303581809,0.000752075,0.201803548,0.233714664,0.000477652,0.630741017,0.004270511,0.370301488,0.192738104,0.00016643,0.170227893,0.823588269,0.841921737,0.026821216,0.040529123,alive
0.303345911,0.000554055,0.149256247,0.207620308,0.000479573,0.629603704,0.00561559,0.374921435,0.166427871,8470000000.0,0.036549654,0.770844087,0.838161574,0.026293116,0.033442154,alive
0.303481745,0.00090009,0.179048502,0.212914815,0.000441144,0.636269024,0.020096846,0.379691243,0.168554408,0.000257966,0.069195304,0.794715258,0.839858662,0.004428682,0.016829362,alive
0.303420354,0.000749075,0.185495765,0.255270871,0.000532427,0.631248545,0.017155911,0.381368784,0.202367846,0.000172481,0.110489557,0.8268134,0.844143218,0.026996239,0.017951508,alive
0.303464343,0.000758076,0.205806751,0.244303678,0.000475456,0.631168751,0.005887342,0.374052469,0.201530805,9990000000.0,0.061615403,0.827707335,0.842460511,0.02692342,0.032397403,alive
0.303429055,0.000731073,0.184105179,0.214900255,0.000486835,0.63441494,0.011303222,0.377546227,0.169957017,0.000185342,0.012509953,0.797245158,0.840174708,0.032694619,0.02190141,alive
0.303522109,0.001021102,0.175930218,0.225583814,0.000469117,0.630934165,0.009038018,0.369995057,0.180815926,0.005168393,0.18482274,0.811647244,0.841485712,0.026871284,0.024783764,alive
0.303529118,0.000623062,0.176772997,0.226245627,0.000460533,0.631502993,0.010783429,0.375970457,0.180981826,0.000122553,0.050843143,0.813805846,0.841841412,0.027109413,0.022456708,alive
0.303510024,0.000736074,0.204795415,0.218682046,0.000453072,0.63289544,0.007749478,0.37546384,0.17163864,0.000118014,0.030468896,0.800127518,0.840398058,0.028525297,0.027162129,alive
0.30349383,0.000875088,0.167881674,0.21518389,0.000676613,0.634486856,0.012530663,0.37819935,0.168313099,0.000139196,0.038029453,0.796868086,0.840141413,0.022001883,0.020770832,alive
0.303424946,0.000773077,0.210526316,0.242601872,0.000542084,0.631871139,0.01533937,0.382234395,0.197933791,9830000000.0,0.008465826,0.81336449,0.842196365,0.027186538,0.018857624,alive
0.303647067,0.000852085,0.187181324,0.219627494,0.000522096,0.632568389,0.013794581,0.380080432,0.174217631,0.000140709,0.094383417,0.806742628,0.841292784,0.028343935,0.019814012,alive
0.303504223,0.000610061,0.206818086,0.230311052,0.000819801,0.630757113,0.004444688,0.369637181,0.184488349,0.000189124,0.219218069,0.812142435,0.841156796,0.026824077,0.039379695,alive
0.303456609,0.000678068,0.18486368,0.208282122,0.000430937,0.625391433,0.013744426,0.37766701,0.159739085,0.000169455,0.017933262,0.790035342,0.839356198,0.02642241,0.019849095,alive
0.303517275,0.000714071,0.183430955,0.219911128,0.000511814,0.632101615,0.007565271,0.372551629,0.176691049,0.000181559,0.076241364,0.801101597,0.840476632,0.027062983,0.027567182,alive
0.303615163,0.0,0.169777928,0.21716933,0.000453022,0.630612252,0.002475857,0.369637181,0.171118317,0.000295034,0.28367781,0.803770693,0.840502045,0.026791157,0.06136327,alive
0.303523318,0.000851085,0.19843243,0.224354732,0.000797692,0.632376269,0.004955362,0.373933923,0.180861172,5900000000.0,0.035767399,0.809718981,0.841025137,0.026898022,0.036454349,alive
0.303497214,0.000658066,0.179006363,0.222463837,0.000454644,0.631020465,0.002851567,0.371025067,0.175265817,0.000124066,0.088961265,0.810805754,0.840945482,0.026920496,0.054925922,alive
0.303503498,0.000563056,0.170536429,0.219532949,0.00064285,0.631807441,0.007623633,0.372777538,0.176095317,0.000156595,0.03393045,0.804563843,0.840772266,0.026966891,0.027435307,alive
0.303356304,0.000766077,0.18857191,0.210740286,0.000437974,0.641953535,0.011886849,0.378850236,0.167702285,8320000000.0,0.011501703,0.79209184,0.839630215,0.02076026,0.021334581,bankrupt
0.303485371,0.000536054,0.200202267,0.223598374,0.000449453,0.631305736,0.006474617,0.372398414,0.17844054,0.000131631,0.019268777,0.80660845,0.840884229,0.02699273,0.030427824,alive
0.303596311,0.000661066,0.201803548,0.213198449,0.000459111,0.632281407,0.007555239,0.37609124,0.173478622,0.000160378,0.02437671,0.80296365,0.840633896,0.027746853,0.027589842,alive
0.303267117,0.000719072,0.171632042,0.220289307,0.000444487,0.635131026,0.010861854,0.378147905,0.166510821,9000000000.0,0.019852391,0.796136733,0.840059594,0.024745357,0.022370202,alive
0.303570449,0.000761076,0.196915427,0.218587501,0.000435254,0.631020123,0.002132064,0.370386483,0.171593394,9000000000.0,0.088104974,0.801066396,0.840333547,0.026924226,0.06910463,alive
0.303458059,0.000553055,0.186844212,0.219911128,0.000447282,0.633143039,0.014040799,0.381005317,0.172317321,0.000496263,0.02225156,0.800174384,0.840536087,0.028551034,0.019647715,alive
0.303396667,0.000843084,0.172221988,0.211874823,0.000444787,0.636707716,0.008928588,0.375637186,0.169474399,8470000000.0,0.035173924,0.794356545,0.839894793,0.035542202,0.024958776,alive
0.303422287,0.000632063,0.173991825,0.20289307,0.000459984,0.625546225,0.015531785,0.379407179,0.158140412,0.000246618,0.004546505,0.785459936,0.838732292,0.026271228,0.018751631,alive
0.303505432,0.000566057,0.182082508,0.22511109,0.000450402,0.631050602,0.005472419,0.371955543,0.178176608,0.000294278,0.027131439,0.81049996,0.841118885,0.026904284,0.034035625,alive
0.303401018,0.000841084,0.175635245,0.219816583,0.00045699,0.633677963,0.011711761,0.380354431,0.173282558,0.000244349,0.120587462,0.799083324,0.840371352,0.027991553,0.021498739,alive
0.302415128,0.000837084,0.163288526,0.18644228,0.000379881,0.629981781,0.007106576,0.376793571,0.144415957,0.000185342,0.032936628,0.730155712,0.834623031,0.026616545,0.028665053,alive
0.303197024,0.001394139,0.171674181,0.212347547,0.000412621,0.630594786,0.001035027,0.369637181,0.156443707,0.000258722,0.14336974,0.757601238,0.838054521,0.02678635,0.12435772,alive
0.303475219,0.000459046,0.177700055,0.22511109,0.000461182,0.631107451,0.006617788,0.372707081,0.178991026,0.000146004,0.010008333,0.812510683,0.841363392,0.026932856,0.029999309,alive
0.303484646,0.000553055,0.186085711,0.233620119,0.000456515,0.631082793,0.008878432,0.373385926,0.183523113,0.000169455,0.075396115,0.815228204,0.841799878,0.026923197,0.02504157,alive
0.303548213,0.000627063,0.204079053,0.21915477,0.000445261,0.633724538,0.011426331,0.379599537,0.171502903,8620000000.0,0.027738779,0.799857696,0.840447434,0.029421322,0.021777138,alive
0.303528152,0.000635064,0.183515233,0.207809398,0.000415016,0.645828824,0.011646103,0.380131877,0.165553126,9910000000.0,0.056675544,0.792817705,0.83971124,0.025333053,0.021561847,alive
0.303530085,0.000605061,0.180607644,0.216507516,0.000426595,0.634013575,0.010581895,0.37962526,0.171208808,5980000000.0,0.069817423,0.799750259,0.840420059,0.027890565,0.022687421,alive
0.303565857,0.000978098,0.210315621,0.22927106,0.000445061,0.630619101,0.002888044,0.369637181,0.183281804,0.000178533,0.011040477,0.815289986,0.841222203,0.02679293,0.054392586,alive
0.303474978,0.00069807,0.174834605,0.211874823,0.00048394,0.608641662,0.005633829,0.374889003,0.165522962,9080000000.0,0.026045338,0.791957021,0.839741289,0.026204598,0.033369804,alive
0.303613471,0.0010011,0.189878218,0.25347452,0.000542433,0.630626978,0.00124568,0.369639418,0.211333987,0.000215602,0.261777301,0.874879463,0.844211165,0.026794668,0.106932111,alive
0.303526943,0.000564056,0.194260672,0.226907441,0.000491626,0.631530732,0.007631841,0.375731128,0.182678531,0.000576451,0.037670703,0.811462128,0.841358884,0.027077038,0.027417104,alive
0.303528393,0.000649065,0.1725591,0.219532949,0.000458462,0.63102115,0.002899899,0.370839419,0.174632381,0.000208037,0.030982078,0.808498197,0.84080794,0.02689865,0.054215271,alive
0.303574799,0.000141014,0.213054654,0.245816394,0.000490329,0.630615334,0.003012977,0.370029726,0.202367846,0.000413048,0.035993298,0.834547508,0.842423383,0.026791871,0.052631712,alive
0.303564648,0.000465047,0.205090388,0.253758154,0.000620466,0.630722182,0.004830429,0.373066075,0.209086796,0.00037144,0.276286601,0.841561129,0.843273593,0.026814241,0.037114991,alive
0.303570449,0.000271027,0.177615777,0.226151083,0.000453047,0.630986562,0.011539409,0.379080618,0.182391976,0.001236874,0.113468489,0.811229881,0.841639741,0.026886345,0.021665803,alive
0.303453708,0.00070207,0.17706797,0.223882008,0.00046505,0.632766332,0.013973317,0.383689382,0.176464822,0.000127092,0.055159742,0.8039054,0.840970802,0.027757069,0.019692913,alive
0.303538786,0.000606061,0.184147318,0.244492767,0.000507422,0.631054712,0.007887178,0.375489562,0.196651836,0.000183072,0.06944743,0.832090523,0.843158467,0.02690265,0.026870214,alive
0.303499148,0.000707071,0.18528507,0.218776591,0.000448705,0.632808797,0.008115157,0.374930382,0.171382249,0.000385057,0.038656254,0.800559687,0.840443548,0.028244517,0.026410979,alive
0.303577941,0.000235024,0.193333614,0.238630992,0.000473834,0.630625265,0.004384501,0.36965172,0.195415127,0.000186098,0.14154042,0.830438965,0.842407779,0.026793118,0.039767563,alive
0.303450083,0.000842084,0.17133707,0.221234755,0.000463303,0.632176272,0.007309934,0.375656198,0.175793681,0.000183072,0.015076612,0.807623428,0.84101372,0.027375109,0.028160173,alive
0.30356924,0.00069907,0.183388816,0.246572752,0.000524816,0.630744784,0.008327634,0.372334667,0.202420632,0.000631676,0.259562291,0.836903237,0.843664354,0.026823338,0.026005276,alive
0.303452983,0.000881088,0.177952889,0.221329299,0.000455268,0.632115313,0.006623259,0.373242776,0.173531408,0.000238297,0.078964785,0.803265622,0.840625111,0.027355187,0.029982153,alive
0.303736013,0.000986099,0.205258944,0.25167817,0.00051703,0.630665333,0.005121331,0.36997269,0.200075409,0.00043196,0.120680278,0.83758792,0.843053043,0.026806732,0.035624397,alive
0.303507607,0.000576058,0.227002655,0.22114021,0.000450277,0.633238586,0.013453524,0.380296276,0.170545208,6730000000.0,0.040732283,0.799786478,0.840479246,0.03170812,0.020054673,alive
0.303569724,0.001574157,0.158779655,0.223692919,0.000479973,0.630991699,0.004231299,0.369845197,0.176314003,0.000306382,0.288649872,0.822625278,0.841850855,0.026918839,0.040804622,alive
0.3035806,0.001020102,0.209177869,0.227191075,0.000458612,0.631024575,0.002194074,0.370592261,0.186456527,0.000274609,0.098748491,0.815752122,0.841181332,0.026863984,0.067533767,alive
0.303568999,0.000983098,0.178542834,0.235605559,0.000520299,0.631130053,0.006822057,0.375230103,0.189834854,0.000126335,0.089958114,0.8267959,0.842536239,0.026801429,0.02941852,alive
0.303488271,0.000587059,0.177025831,0.235132835,0.000461032,0.630964302,0.005375756,0.373494407,0.181291004,0.000271583,0.064629012,0.819427709,0.841769118,0.026894829,0.034454806,alive
